"msgid","msgstr"
"Mark attendance for existing check-in/out logs before changing shift settings","سجل الحضور لسجلات الدخول/الخروج الحالية قبل تغيير إعدادات الوردية"
"Mark {0} as Completed?","هل تريد تحديد {0} كمكتمل؟"
"Mark {0} {1} as {2}?","هل تريد تحديد {0} {1} كـ {2}؟"
"Marked Attendance","حضور مسجل"
"Marked Attendance HTML","حضور مسجل HTML"
"Marking Attendance","تسجيل الحضور"
"Masters","الرئيسية"
"Max Amount Eligible","أقصى مبلغ مؤهل"
"Max Benefit Amount","أقصى فائدة المبلغ"
"Max Benefit Amount (Yearly)","أقصى فائدة المبلغ (سنويا)"
"Max Benefits (Amount)","أقصى الفوائد (المبلغ)"
"Max Benefits (Yearly)","أقصى الفوائد (سنويا)"
"Max Exemption Amount","أقصى مبلغ الإعفاء"
"Max Exemption Amount cannot be greater than maximum exemption amount {0} of Tax Exemption Category {1}","لا يمكن أن يكون أقصى مبلغ للإعفاء أكبر من الحد الأقصى لمبلغ الإعفاء {0} من فئة الإعفاء الضريبي {1}"
"Max Taxable Income","الحد الأقصى للدخل الخاضع للضريبة"
"Max benefits should be greater than zero to dispense benefits","يجب أن تكون الفوائد القصوى أكبر من الصفر لتوزيع الاستحقاقات"
"Max working hours against Timesheet","اقصى عدد ساعات عمل بسجل التوقيت"
"Maximum Carry Forwarded Leaves","الحد الأقصى لحمل الأوراق المعاد توجيهها"
"Maximum Consecutive Leaves Allowed","الحد الأقصى للإجازات المتتالية المسموح بها"
"Maximum Consecutive Leaves Exceeded","تم تجاوز الحد الأقصى للإجازات المتتالية"
"Maximum Encashable Leaves","الحد الأقصى للإجازات القابلة للصرف"
"Maximum Exempted Amount","الحد الأقصى للمبلغ المعفى"
"Maximum Exemption Amount","الحد الأقصى للإعفاء المبلغ"
"Maximum Leave Allocation Allowed per Leave Period","الحد الأقصى لتخصيص الإجازات المسموح به لكل فترة إجازة"
"Maximum amount eligible for the component {0} exceeds {1}","أقصى مبلغ مؤهل للعنصر {0} يتجاوز {1}"
"Maximum benefit amount of component {0} exceeds {1}","يتجاوز الحد الأقصى لمقدار المكون {0} {1}"
"Maximum benefit amount of employee {0} exceeds {1}","أقصى مبلغ لمبلغ الموظف {0} يتجاوز {1}"
"Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component amount and previous claimed amount","يتجاوز الحد الأقصى لمزايا الموظف {0} {1} بمجموع {2} من مبلغ مكون تطبيق المزايا النسبي والمبلغ المطالب به سابقًا"
"Maximum benefit of employee {0} exceeds {1} by the sum {2} of previous claimed amount","يتجاوز الحد الأقصى لمزايا الموظف {0} {1} بمجموع {2} من المبلغ المطالب به سابقًا"
"Maximum encashable leaves for {0} are {1}","الحد الأقصى للإجازات القابلة للصرف لـ {0} هو {1}"
"Maximum leave allowed in the leave type {0} is {1}","الحد الأقصى للإجازة المسموح بها في نوع الإجازة {0} هو {1}"
"May","مايو"
"Meal Preference","تفضيل الوجبة"
"Medical","طبي"
"Menu","الخيارات"
"Message","رسالة"
"Mileage","المسافة المقطوعة"
"Min Taxable Income","الحد الأدنى من الدخل الخاضع للضريبة"
"Minimum Year for Gratuity","الحد الأدنى للسنوات لمكافأة نهاية الخدمة"
"Minimum working days required since Date of Joining to apply for this leave","الحد الأدنى من أيام العمل المطلوبة منذ تاريخ الانضمام لتقديم طلب لهذه الإجازة"
"Missing Field","حقل مفقود"
"Missing Fields","حقول مفقودة"
"Missing Mandatory Field","حقل إلزامي مفقود"
"Missing Opening Entries","إدخالات افتتاحية مفقودة"
"Missing Relieving Date","تاريخ إخلاء الطرف مفقود"
"Missing Tax Slab","شريحة ضريبية مفقودة"
"Mode Of Payment","طريقة الدفع"
"Mode of Payment","طريقة الدفع"
"Mode of Travel","طريقة السفر"
"Mode of payment is required to make a payment","طريقه الدفع مطلوبه لإجراء الدفع\
<br>\
Mode of payment is required to make a payment"
"Model","الموديل"
"Monday","يوم الاثنين"
"Month","شهر"
"Month To Date","الشهر حتى تاريخه"
"Month To Date(Company Currency)","الشهر حتى تاريخه (بعملة الشركة)"
"Monthly","شهريا"
"Monthly Attendance Sheet","ورقة الحضور الشهرية"
"More","أكثر"
"More Info","المزيد من المعلومات"
"More than one selection for {0} not allowed","أكثر من اختيار واحد لـ {0} غير مسموح به"
"Multiple Additional Salaries with overwrite property exist for Salary Component {0} between {1} and {2}.","توجد رواتب إضافية متعددة مع خاصية الكتابة فوق لمكون الراتب {0} بين {1} و {2}."
"Multiple Shift Assignments","تعيينات ورديات متعددة"
"My Account","حسابي"
"My Advances","سلفي"
"My Claims","مطالباتي"
"My Leaves","إجازاتي"
"My Requests","طلباتي"
"Name","اسم"
"Name error","خطأ في الاسم"
"Name of Organizer","اسم المنظم"
"Naming Series","سلسلة التسمية"
"Net Pay","صافي الراتب"
"Net Pay (Company Currency)","صافي الأجر (بعملة الشركة)"
"Net Pay Info","معلومات صافي الأجر"
"Net Pay cannot be less than 0","صافي الأجر لا يمكن أن يكون أقل من 0"
"Net Salary Amount","صافي الراتب المبلغ"
"Net pay cannot be negative","صافي الأجر لا يمكن أن يكون بالسالب\
<br>\
Net pay cannot be negative"
"New","جديد"
"New Company","شركة جديدة"
"New Employee ID","معرف الموظف الجديد"
"New Expense Item","بند مصروفات جديد"
"New Expense Tax","ضريبة مصروفات جديدة"
"New Feedback","تقييم جديد"
"New Leave(s) Allocated","تم تخصيص إجازة (إجازات) جديدة"
"New Leaves Allocated","إنشاء تخصيص إجازة جديدة"
"New Leaves Allocated (In Days)","الإجازات الجديدة المخصصة (بالأيام)"
"New shift assignments will be created after this date.","سيتم إنشاء تعيينات ورديات جديدة بعد هذا التاريخ."
"New {0}","{0} جديد"
"No","لا"
"No Data","لا توجد بيانات"
"No Employee Found","لم يتم العثور على أي موظف\
<br>\
No employee found"
"No Employee found for the given employee field value. '{}': {}","لم يتم العثور على موظف لقيمة حقل الموظف المحدد. &#39;{}&#39;: {}"
"No Employees Selected","لم يتم تحديد موظفين"
"No Interview has been scheduled.","لم يتم تحديد موعد لأي مقابلة."
"No Leave Period Found","لم يتم العثور على فترة إجازة"
"No Leaves Allocated to Employee: {0} for Leave Type: {1}","لا أوراق مخصصة للموظف: {0} لنوع الإجازة: {1}"
"No Salary Slip found for Employee: {0}","لم يتم العثور على قسيمة راتب للموظف: {0}"
"No Salary Structure Assignment found for employee {0} on or before {1}","لم يتم العثور على تعيين لهيكل الرواتب للموظف {0} في أو قبل {1}"
"No Salary Structure assigned to Employee {0} on the given date {1}","لا يوجد هيكل رواتب معين للموظف {0} في التاريخ المحدد {1}"
"No Salary Structures","لا توجد هياكل رواتب"
"No Shift Requests Selected","لم يتم تحديد طلبات ورديات"
"No Staffing Plans found for this Designation","لم يتم العثور على خطط التوظيف لهذا التصنيف"
"No active employee found associated with the email ID {0}. Try logging in with your employee email ID or contact your HR manager for access.","لم يتم العثور على موظف نشط مرتبط بعنوان البريد الإلكتروني {0}. حاول تسجيل الدخول باستخدام معرف البريد الإلكتروني الخاص بالموظف أو اتصل بمدير الموارد البشرية للوصول."
"No active or default Salary Structure found for employee {0} for the given dates","لم يتم العثور على أي نشاط أو هيكل راتب إفتراضي للموظف {0} للتواريخ المدخلة\
<br>\
No active or default Salary Structure found for employee {0} for the given dates"
"No additional expenses has been added","لم يتم إضافة مصاريف إضافية"
"No advances found","لم يتم العثور على أي سلف"
"No applicable Earning component found in last salary slip for Gratuity Rule: {0}","لم يتم العثور على مكون استحقاق مطبق في آخر قسيمة راتب لقاعدة مكافأة نهاية الخدمة: {0}"
"No applicable Earning components found for Gratuity Rule: {0}","لم يتم العثور على مكونات استحقاق مطبقة لقاعدة مكافأة نهاية الخدمة: {0}"
"No applicable slab found for the calculation of gratuity amount as per the Gratuity Rule: {0}","لم يتم العثور على شريحة مطبقة لحساب مبلغ مكافأة نهاية الخدمة وفقًا لقاعدة مكافأة نهاية الخدمة: {0}"
"No attendance records found for this criteria.","لم يتم العثور على سجلات حضور لهذه المعايير."
"No attendance records found.","لم يتم العثور على سجلات حضور."
"No attendance records to create","لا توجد سجلات حضور لإنشائها"
"No changes found in timings.","لم يتم العثور على تغييرات في التوقيتات."
"No employees found","لم يتم العثور على موظفين"
"No employees found for the mentioned criteria:<br>Company: {0}<br> Currency: {1}<br>Payroll Payable Account: {2}","لم يتم العثور على موظفين للمعايير المذكورة:<br>الشركة: {0}<br> العملة: {1}<br>حساب الرواتب المستحقة للدفع: {2}"
"No employees found for the selected criteria","لم يتم العثور على موظفين للمعايير المحددة"
"No employees found with selected filters and active salary structure","لم يتم العثور على موظفين مع المرشحات المحددة وهيكل الرواتب النشط"
"No expenses added","لم تتم إضافة أي مصروفات"
"No feedback has been received yet","لم يتم استلام أي تقييم بعد"
"No items selected","لم يتم تحديد أي عناصر"
"No leave record found for employee {0} on {1}","لم يتم العثور على سجل إجازة للموظف {0} في {1}"
"No leaves have been allocated.","لم يتم تخصيص أي إجازات."
"No more updates","لا مزيد من التحديثات"
"No of. Positions","عدد الوظائف"
"No record found","لم يتم العثور على أي سجل"
"No replies from","لا توجد ردود من"
"No salary slip found to submit for the above selected criteria OR salary slip already submitted","لم يتم العثور على أي زلة الراتب لتقديم المعايير المذكورة أعلاه أو زلة الراتب قدمت بالفعل"
"No salary slips found","لم يتم العثور على أي كشوف رواتب"
"No taxes added","لم تتم إضافة أي ضرائب"
"No valid shift found for log time","لم يتم العثور على وردية صالحة لوقت التسجيل"
"No {0} Selected","لم يتم تحديد {0}"
"No {0} added","لم تتم إضافة {0}"
"No {0} found","لم يتم العثور على {0}"
"Non Diary","غير يوميات"
"Non Taxable Earnings","الإيرادات غير الخاضعة للضريبة"
"Non-Billed Hours","ساعات غير مفوترة"
"Non-Billed Hours (NB)","ساعات غير مفوترة (NB)"
"Non-Encashable Leaves","إجازات غير قابلة للصرف"
"Non-Vegetarian","غير نباتي"
"Not Allowed","غير مسموح"
"Not Permitted","لا يسمح"
"Not Started","لم تبدأ"
"Note","ملاحظات"
"Note: Shift will not be overwritten in existing attendance records","ملاحظة: لن يتم استبدال الوردية في سجلات الحضور الحالية"
"Note: Total allocated leaves {0} shouldn't be less than already approved leaves {1} for the period","ملاحظة: يجب ألا يقل إجمالي الإجازات المخصصة {0} عن الإجازات المعتمدة بالفعل {1} للفترة"
"Note: Your salary slip is password protected, the password to unlock the PDF is of the format {0}.","ملاحظة: كشف راتبك محمي بكلمة مرور، وكلمة المرور لفتح ملف PDF هي بالتنسيق {0}."
"Notes","ملاحظات"
"Nothing to change","لا شيء للتغيير"
"Notice Period","مدة الاشعار"
"Notification Template","قالب الإشعار"
"Notifications","إخطارات"
"Notify users by email","أبلغ المستخدمين عن طريق البريد الإلكتروني"
"Nov","نوفمبر"
"Number Of Employees","عدد الموظفين"
"Number Of Positions","عدد المناصب"
"Number of Withholding Cycles","عدد دورات الحجز"
"Number of leaves eligible for encashment based on leave type settings","عدد الإجازات المؤهلة للصرف بناءً على إعدادات نوع الإجازة"
"OTP Code","رمز OTP"
"OTP Verification","التحقق من OTP"
"OUT","خارج"
"Obtained Average Rating","متوسط التقييم المحصل عليه"
"Oct","أكتوبر"
"Odometer Reading","قراءة عداد المسافات"
"Odometer Value","قيمة عداد المسافات"
"Off-Shift","خارج الوردية"
"Off-shift","خارج الوردية"
"Offer Date","تاريخ العرض"
"Offer Term","شروط العرض"
"Offer Terms","شروط العرض"
"Old Parent","الحساب الأب السابق"
"On Date","في تاريخ"
"On Duty","في الخدمة"
"On Hold","قيد الانتظار"
"On Leave","في إجازة"
"Onboarding","الإعداد والتأهيل"
"Onboarding Activities","أنشطة الإعداد والتأهيل"
"Onboarding Begins On","يبدأ الإعداد والتأهيل في"
"Only Approvers can Approve this Request.","الموافقون فقط هم من يمكنهم الموافقة على هذا الطلب."
"Only Completed documents can be submitted","لا يمكن تقديم سوى المستندات المكتملة"
"Only Employee Grievance with status {0} or {1} can be submitted","لا يمكن تقديم سوى شكوى الموظف التي حالتها {0} أو {1}"
"Only Interviewer Are allowed to submit Interview Feedback","يُسمح فقط للمحاور بتقديم تقييم المقابلة"
"Only Interviews with Cleared or Rejected status can be submitted.","لا يمكن تقديم سوى المقابلات ذات الحالة 'مقبولة' أو 'مرفوضة'."
"Only Leave Applications with status 'Approved' and 'Rejected' can be submitted","يمكن إعتماد الطلبات التي حالتها 'معتمدة' و 'مرفوضة' فقط\
<br>\
Only Leave Applications with status 'Approved' and 'Rejected' can be submitted"
"Only Shift Request with status 'Approved' and 'Rejected' can be submitted","يمكن فقط تقديم طلب التحول بالحالة &quot;موافق عليه&quot; و &quot;مرفوض&quot;"
"Only Tax Impact (Cannot Claim But Part of Taxable Income)","التأثير الضريبي فقط (لا يمكن المطالبة إلا جزء من الدخل الخاضع للضريبة)"
"Only expired allocation can be cancelled","يمكن فقط إلغاء التخصيص المنتهي"
"Only interviewers can submit feedback","يمكن للمحاورين فقط تقديم التقييم"
"Only users with the {0} role can create backdated leave applications","يمكن فقط للمستخدمين الذين لديهم دور {0} إنشاء تطبيقات إجازة متأخرة"
"Only {0} Goals can be {1}","يمكن أن تكون {1} فقط لأهداف {0}"
"Open","فتح"
"Open & Approved","مفتوح وموافق عليه"
"Open Feedback","تقييم مفتوح"
"Open Now","افتح الآن"
"Opening Balance","الرصيد الافتتاحي"
"Opening Balances","أرصدة افتتاحية"
"Opening closed.","الافتتاح مغلق."
"Optional Holiday List not set for leave period {0}","لم يتم تعيين قائمة العطلات الاختيارية لفترة الإجازة {0}"
"Optional Leaves are holidays that Employees can choose to avail from a list of holidays published by the company.","الإجازات الاختيارية هي عطلات يمكن للموظفين اختيار الاستفادة منها من قائمة العطلات التي تنشرها الشركة."
"Orange","برتقالي"
"Organizational Chart","الهيكل التنظيمي"
"Other Details","تفاصيل أخرى"
"Other Reports","تقارير أخرى"
"Other Settings","اعدادات اخرى"
"Other Taxes and Charges","ضرائب ورسوم أخرى"
"Others","بدلات أخرى"
"Out Time","وقت خروج"
"Out of 5","من 5"
"Outgoing Salary","الراتب الصادر"
"Outstanding Amount","المبلغ المستحق"
"Over Allocation","تخصيص زائد"
"Overall Average Rating","متوسط التقييم العام"
"Overlapping Attendance Request","طلب حضور متداخل"
"Overlapping Shift Attendance","حضور وردية متداخل"
"Overlapping Shift Requests","طلبات ورديات متداخلة"
"Overlapping Shifts","ورديات متداخلة"
"Overview","نظرة عامة"
"Overwrite Salary Structure Amount","الكتابة فوق هيكل الهيكل المرتب"
"Owned","مملوك"
"PAN Number","رقم PAN"
"PF Account","حساب PF"
"PF Amount","مبلغ PF"
"PF Loan","قرض PF"
"PWA Notification","إشعار PWA"
"Paid","مدفوع"
"Paid Amount","المبلغ المدفوع"
"Paid via Salary Slip","مدفوع عبر قسيمة الراتب"
"Parameter","المعلمة"
"Parent Goal","الهدف الرئيسي"
"Part-time","دوام جزئى"
"Partial Success","نجاح جزئي"
"Partially Sponsored, Require Partial Funding","برعاية جزئية ، يتطلب التمويل الجزئي"
"Partly Claimed and Returned","تمت المطالبة به جزئيًا وإعادته"
"Passport Number","رقم جواز السفر"
"Password","كلمة السر"
"Password Policy","سياسة كلمة المرور"
"Password policy cannot contain spaces or simultaneous hyphens. The format will be restructured automatically","لا يمكن أن تحتوي سياسة كلمة المرور على مسافات أو واصلات متزامنة. سيتم إعادة هيكلة التنسيق تلقائيًا"
"Password policy for Salary Slips is not set","لم يتم تعيين سياسة كلمة المرور لمرتبات الراتب"
"Pay Against Benefit Claim","ادفع ضد مطالبات الاستحقاق"
"Pay Via Payment Entry","الدفع عن طريق إدخال الدفعة"
"Pay via Salary Slip","الدفع عن طريق قسيمة الراتب"
"Payable Account","حساب الدائنين"
"Payable Account is mandatory to submit an Expense Claim","حساب الدائن إلزامي لتقديم مطالبة المصروفات"
"Payables","الواجب دفعها (دائنة)"
"Payment","دفع"
"Payment Account","حساب الدفع"
"Payment Account is mandatory","حساب الدفع إلزامي"
"Payment Date","تاريخ الدفع"
"Payment Days","أيام الدفع"
"Payment Days Calculation Help","مساعدة في حساب أيام الدفع"
"Payment Days Dependency","اعتمادية أيام الدفع"
"Payment Days calculations are based on these Payroll Settings","تعتمد حسابات أيام الدفع على إعدادات الرواتب هذه"
"Payment Entry","تدوينات المدفوعات"
"Payment and Accounting","الدفع والمحاسبة"
"Payment of {0} from {1} to {2}","دفع {0} من {1} إلى {2}"
"Payroll","دفع الرواتب"
"Payroll Based On","الرواتب بناءً على"
"Payroll Cost Center","مركز تكلفة الرواتب"
"Payroll Cost Centers","مراكز تكلفة الرواتب"
"Payroll Dashboard","لوحة معلومات الرواتب"
"Payroll Date","جدول الرواتب"
"Payroll Employee Detail","الرواتب الموظف التفاصيل"
"Payroll Entry","دخول الرواتب"
"Payroll Entry cancellation is queued. It may take a few minutes","تم وضع إلغاء إدخال الرواتب في قائمة الانتظار. قد يستغرق الأمر بضع دقائق"
"Payroll Frequency","الدورة الزمنية لدفع الرواتب"
"Payroll Info","معلومات الرواتب"
"Payroll Number","رقم الراتب"
"Payroll Payable","رواتب واجبة الدفع"
"Payroll Payable Account","حساب مستحقات الرواتب"
"Payroll Period","فترة المرتبات"
"Payroll Period Date","جدول الرواتب الفترة التاريخ"
"Payroll Periods","فترات الرواتب"
"Payroll Reports","تقارير الرواتب"
"Payroll Settings","إعدادات دفع الرواتب"
"Payroll date can not be greater than employee's relieving date.","لا يمكن أن يكون تاريخ كشوف المرتبات أكبر من تاريخ إعفاء الموظف."
"Payroll date can not be less than employee's joining date.","لا يمكن أن يكون تاريخ كشوف المرتبات أقل من تاريخ انضمام الموظف."
"Pending","معلق"
"Pending (unpaid) amount from previous advances","المبلغ المعلق (غير المدفوع) من السلف السابقة"
"Pending Amount","في انتظار المبلغ"
"Pending Asset Returns","عوائد الأصول المعلقة"
"Pending FnF","معلق FnF"
"Pending Interviews","المقابلات المعلقة"
"Pending Questionnaires","الاستبيانات المعلقة"
"Percent","في المئة"
"Percent Deduction","خصم في المئة"
"Percentage (%)","النسبة المئوية (٪)"
"Performance","الأداء"
"Permanently cancel {0}","إلغاء {0} بشكل دائم"
"Permanently submit {0}","إرسال {0} بشكل دائم"
"Phone Number","رقم الهاتف"
"Piecework","الأجرة المدفوعة لكمية العمل المنجز"
"Pink","وردي"
"Planned number of Positions","العدد المخطط للمناصب"
"Please Enable Auto Attendance and complete the setup first.","يرجى تمكين الحضور التلقائي وإكمال الإعداد أولاً."
"Please Select Company First","يرجى تحديد الشركة أولاً"
"Please add the remaining benefits {0} to any of the existing component","الرجاء إضافة الفوائد المتبقية {0} إلى أي مكون موجود"
"Please add the remaining benefits {0} to the application as pro-rata component","يرجى إضافة المزايا المتبقية {0} إلى التطبيق كمكون تناسبي"
"Please assign a Salary Structure for Employee {0} applicable from or before {1} first","يرجى تعيين هيكل رواتب للموظف {0} ساري المفعول من أو قبل {1} أولاً"
"Please check if employee is on leave or attendance with the same status exists for selected day(s).","يرجى التحقق مما إذا كان الموظف في إجازة أو يوجد حضور بنفس الحالة للأيام المحددة."
"Please confirm once you have completed your training","يرجى تأكيد بمجرد الانتهاء من التدريب الخاص بك"
"Please create a new {0} for the date {1} first.","يرجى إنشاء {0} جديد للتاريخ {1} أولاً."
"Please delete the Employee {0} to cancel this document","يرجى حذف الموظف {0} لإلغاء هذا المستند"
"Please enable default incoming account before creating Daily Work Summary Group","الرجاء تمكين الحساب الوارد الافتراضي قبل إنشاء مجموعة ملخص العمل اليومي"
"Please enter the designation","الرجاء إدخال التسمية"
"Please reduce {0} to avoid shift time overlapping with itself","يرجى تقليل {0} لتجنب تداخل وقت الوردية مع نفسه"
"Please see attachment","يرجى الاطلاع على المرفق"
"Please select Company and Designation","يرجى تحديد الشركة والتسمية"
"Please select Employee","يرجى تحديد موظف"
"Please select Employee first.","الرجاء تحديد الموظف أولاً."
"Please select From Date and Payroll Frequency first","يرجى تحديد تاريخ البدء وتكرار الرواتب أولاً"
"Please select From Date.","يرجى تحديد تاريخ البدء."
"Please select Shift Schedule and assignment date(s).","يرجى تحديد جدول الورديات وتاريخ (تواريخ) التعيين."
"Please select Shift Type and assignment date(s).","يرجى تحديد نوع الوردية وتاريخ (تواريخ) التعيين."
"Please select a Company","الرجاء اختيار الشركة"
"Please select a company first","يرجى تحديد شركة أولاً"
"Please select a company first.","يرجى تحديد شركة أولاً."
"Please select a csv file","يرجى اختيار ملف CSV"
"Please select a date.","يرجى تحديد تاريخ."
"Please select an Applicant","يرجى تحديد متقدم"
"Please select at least one Shift Request to perform this action.","يرجى تحديد طلب وردية واحد على الأقل لتنفيذ هذا الإجراء."
"Please select at least one employee to perform this action.","يرجى تحديد موظف واحد على الأقل لتنفيذ هذا الإجراء."
"Please select at least one row to perform this action.","يرجى تحديد صف واحد على الأقل لتنفيذ هذا الإجراء."
"Please select company.","يرجى تحديد الشركة."
"Please select employee first","يرجى تحديد الموظف أولاً"
"Please select employees to create appraisals for","يرجى تحديد الموظفين لإنشاء تقييمات لهم"
"Please select month and year.","يرجى تحديد الشهر والسنة."
"Please select the Appraisal Cycle first.","يرجى تحديد دورة التقييم أولاً."
"Please select the attendance status.","يرجى تحديد حالة الحضور."
"Please select the employees you want to mark attendance for.","يرجى تحديد الموظفين الذين تريد تسجيل حضورهم."
"Please select the salary slips to email","يرجى تحديد قسائم الرواتب لإرسالها بالبريد الإلكتروني"
"Please select {0}","الرجاء اختيار {0}"
"Please set ""Default Payroll Payable Account"" in Company Defaults","يرجى تعيين ""حساب مستحقات الرواتب الافتراضي"" في إعدادات الشركة الافتراضية"
"Please set Basic and HRA component in Company {0}","يرجى تعيين مكون الراتب الأساسي وبدل السكن في الشركة {0}"
"Please set Earning Component for Leave type: {0}.","يرجى تعيين مكون الكسب لنوع الإجازة: {0}."
"Please set Payroll based on in Payroll settings","يرجى تعيين كشوف المرتبات على أساس إعدادات الرواتب"
"Please set Relieving Date for employee: {0}","يرجى تحديد تاريخ إخلاء الطرف للموظف: {0}"
"Please set a Default Cash Account in Company defaults","يرجى تعيين حساب نقدي افتراضي في إعدادات الشركة الافتراضية"
"Please set account in Salary Component {0}","يرجى تعيين الحساب في مكون الراتب {0}"
"Please set default template for Leave Approval Notification in HR Settings.","يرجى تعيين القالب الافتراضي لإشعار إجازة الموافقة في إعدادات الموارد البشرية."
"Please set default template for Leave Status Notification in HR Settings.","يرجى تعيين القالب الافتراضي لإشعار حالة الإجازات في إعدادات الموارد البشرية."
"Please set the Appraisal Template for all the {0} or select the template in the Employees table below.","يرجى تعيين قالب التقييم لجميع {0} أو تحديد القالب في جدول الموظفين أدناه."
"Please set the Company","يرجى تعيين الشركة"
"Please set the Date Of Joining for employee {0}","يرجى تحديد تاريخ الالتحاق بالموظف {0}"
"Please set the Holiday List.","يرجى تعيين قائمة العطلات."
"Please set the relieving date for employee {0}","يرجى تحديد تاريخ إخلاء الطرف للموظف {0}"
"Please set {0} and {1} in {2}.","يرجى تعيين {0} و {1} في {2}."
"Please set {0} for Employee {1}","يرجى تعيين {0} للموظف {1}"
"Please set {0} for the Employee: {1}","يرجى تعيين {0} للموظف: {1}"
"Please set {0}.","يرجى تعيين {0}."
"Please setup Employee Naming System in Human Resource > HR Settings","يرجى إعداد نظام تسمية الموظفين في الموارد البشرية&gt; إعدادات الموارد البشرية"
"Please setup numbering series for Attendance via Setup > Numbering Series","يرجى إعداد سلسلة الترقيم للحضور عبر الإعداد&gt; سلسلة الترقيم"
"Please share your feedback to the training by clicking on 'Training Feedback' and then 'New'","يرجى حصة ملاحظاتك للتدريب من خلال النقر على &quot;التدريب ردود الفعل&quot; ثم &quot;جديد&quot;"
"Please specify the job applicant to be updated.","يرجى تحديد المتقدم للوظيفة الذي سيتم تحديثه."
"Please specify {0} and {1} (if any), for the correct tax calculation in future salary slips.","يرجى تحديد {0} و {1} (إن وجد) ، لحساب الضريبة الصحيح في قسائم الرواتب المستقبلية."
"Please submit the {0} before marking the cycle as Completed","يرجى إرسال {0} قبل تحديد الدورة على أنها مكتملة"
"Please update your status for this training event","يرجى تحديث حالتك لهذا الحدث التدريبي"
"Posted On","تاريخ النشر"
"Posting Date","تاريخ الترحيل"
"Posting date","تاريخ الترحيل"
"Preferred Area for Lodging","المنطقة المفضلة للسكن"
"Present","حاضر"
"Present Records","السجلات الحالية"
"Prevent self approval for leaves even if user has permissions","منع الموافقة الذاتية على الإجازات حتى لو كان لدى المستخدم صلاحيات"
"Preview Salary Slip","معاينة كشف الراتب"
"Principal Amount","المبلغ الأساسي"
"Print Heading","عنوان الطباعة"
"Printed On {0}","طُبع في {0}"
"Printing Details","تفاصيل الطباعة"
"Privilege Leave","إجازة الامتياز"
"Probation","فترة التجربة"
"Probationary Period","فترة الاختبار"
"Process Attendance After","عملية الحضور بعد"
"Process Payroll Accounting Entry based on Employee","معالجة قيد محاسبة الرواتب بناءً على الموظف"
"Process Requests","معالجة الطلبات"
"Process Shift Requests","معالجة طلبات المناوبات"
"Process leave encashment via a separate Payment Entry instead of Salary Slip","معالجة تسييل الإجازات عبر قيد دفع منفصل بدلاً من قسيمة الراتب"
"Process {0} Shift Request(s) as <b>{1}</b>?","هل تريد معالجة {0} طلب(ات) مناوبة كـ <b>{1}</b>؟"
"Processing Requests","جاري معالجة الطلبات"
"Processing Requests...","جاري معالجة الطلبات..."
"Processing of Shift Requests has been queued. It may take a few minutes.","تم وضع معالجة طلبات المناوبات في قائمة الانتظار. قد يستغرق الأمر بضع دقائق."
"Professional Tax Deductions","الخصومات الضريبية المهنية"
"Proficiency","مهارة"
"Profile","الملف الشخصي"
"Profit","الربح"
"Progress","تقدم"
"Project","مشروع"
"Project Profitability","ربحية المشروع"
"Promotion","الترقية"
"Promotion Date","تاريخ العرض"
"Property","ممتلكات"
"Property already added","الخاصية المضافة بالفعل"
"Provident Fund Deductions","خصومات صندوق الادخار"
"Publish Applications Received","نشر الطلبات المستلمة"
"Publish Salary Range","نشر نطاق الراتب"
"Publish on website","نشر على الموقع الإلكتروني"
"Purpose","غرض"
"Purpose & Amount","الغرض والمبلغ"
"Purpose of Travel","الغرض من السفر"
"Push Notification permission denied","تم رفض إذن الإشعارات"
"Push notifications disabled","الإشعارات معطلة"
"Push notifications have been disabled on your site","تم تعطيل الإشعارات على موقعك"
"Quarterly","فصلي"
"Questionnaire Email Sent","تم إرسال بريد الاستبيان الإلكتروني"
"Queued","قائمة الانتظار"
"Quick Filters","عوامل تصفية سريعة"
"Quick Links","روابط سريعة"
"Radius within which check-in is allowed (in meters)","نصف القطر المسموح به لتسجيل الحضور (بالأمتار)"
"Raised By","التي أثارها"
"Rate","سعر السلعة المفردة"
"Rate Goals Manually","تقييم الأهداف يدويًا"
"Rating","تقييم"
"Rating Criteria","معايير التقييم"
"Ratings","التقييمات"
"Re-allocate Leaves","إعادة تخصيص الأوراق"
"Read","قرأ"
"Reason","سبب"
"Reason for Requesting","سبب الطلب"
"Reason for Withholding Salary","سبب حجز الراتب"
"Reason for skipping auto attendance:","سبب تخطي الحضور التلقائي:"
"Receivables","المستحقات للغير (مدينة)"
"Recent Attendance Requests","طلبات الحضور الأخيرة"
"Recent Expenses","النفقات الأخيرة"
"Recent Leaves","الإجازات الأخيرة"
"Recent Shift Requests","طلبات المناوبات الأخيرة"
"Recommended for a single biometric device / checkins via mobile app","موصى به لجهاز بصمة واحد / تسجيل الحضور عبر تطبيق الجوال"
"Recover Cost","استرداد التكلفة"
"Recruitment","التوظيف"
"Recruitment Analytics","تحليلات التوظيف"
"Red","أحمر"
"Reference","مرجع"
"Reference Document","وثيقة مرجعية"
"Reference Document Name","اسم المستند المرجعي"
"Reference Document Type","مرجع نوع الوثيقة"
"Reference: {0}","مرجع: {0}"
"References","المراجع"
"Referral Bonus Payment Status","حالة دفع مكافأة الإحالة"
